generation,candidate,composite_score,ca3_inputs_per_unit,k_ca3,beta_ca3,beta_ca1,alpha
26,7,0.812619485479814,10.0,4.0,81.15460214614868,22.533085870742795,0.07819864135980606
27,0,0.807237347320274,11.0,4.0,87.51951274871826,24.6080677986145,0.07825811040401459
27,1,0.8168725458118651,10.0,4.0,90.92462358474731,23.88795309066772,0.08070975747704506
27,2,0.810335855020417,9.0,4.0,82.05360708236694,23.93074207305908,0.07856105995178223
27,3,0.8154393093453512,10.0,4.0,86.26922426223754,23.5692494392395,0.08015382421016692
27,4,0.8168442650856794,10.0,4.0,85.59376535415649,23.71460609436035,0.07411207389831542
27,5,0.806718739469846,11.0,4.0,89.26881370544433,22.323393154144284,0.07522681188583374
27,6,0.8159930105121047,10.0,4.0,89.52917394638061,24.618853855133054,0.07756578308343887
27,7,0.8164139403678753,10.0,4.0,84.11950883865356,22.74485759735107,0.07871120852231979
28,0,0.8151554841686178,10.0,4.0,89.31298789978027,22.560098695755002,0.08011958879232406
28,1,0.8072596918874316,11.0,4.0,85.95780191421508,25.34136824607849,0.07678669673204422
28,2,0.8153410232729382,10.0,4.0,91.76086483001708,25.546192455291745,0.08396490198373795
28,3,0.8158019253721943,10.0,4.0,94.55710706710815,23.098128366470334,0.08302589935064315
28,4,0.8120349302777538,8.0,4.0,84.71566019058227,22.507225799560544,0.07976160478591919
28,5,0.809620854832508,9.0,4.0,84.90758476257324,22.923732328414914,0.07843594980239868
28,6,0.8169203592450529,10.0,4.0,84.74173126220703,24.607664871215817,0.07636283767223358
28,7,0.8152711359439072,10.0,4.0,88.35248527526855,22.704018878936765,0.08092868906259537
29,0,0.8162666451047969,10.0,4.0,92.33035144805908,25.182993936538693,0.08156566229462624
29,1,0.8153144742162138,10.0,4.0,89.14617595672607,23.32816534042358,0.08117722478508949
29,2,0.8048948511150149,9.0,4.0,86.33896884918212,23.38110976219177,0.08034446594119071
29,3,0.8047888858230025,9.0,4.0,88.53715000152587,24.638244438171384,0.08136972245573998
