root_seed,condition,memory_index,cosine,mse,topk,identity
51002,matched_decoder,9,0.8952721626598982,0.020833009853959084,1.0,1.0
51002,matched_decoder,10,0.9546504866114803,0.00958656519651413,1.0,1.0
51002,matched_decoder,11,0.9824757530626803,0.003474208526313305,1.0,1.0
51002,matched_decoder,12,0.8720916114345658,0.031059741973876953,1.0,1.0
51002,matched_decoder,13,0.922594172219117,0.015501176007091999,0.8,1.0
51002,matched_decoder,14,0.991594707955987,0.0019184001721441746,1.0,1.0
51002,matched_decoder,15,0.6978116004182512,0.05663285776972771,0.6,1.0
51002,matched_decoder,16,0.935400889343014,0.014109544456005096,1.0,1.0
51002,matched_decoder,17,0.7866586059951288,0.03817800432443619,0.8,1.0
51002,matched_decoder,18,0.9059934862787613,0.02029852382838726,0.8,1.0
51002,matched_decoder,19,0.7546357167273379,0.04334767907857895,0.6,1.0
51002,matched_decoder,20,0.8482533138816594,0.02887583337724209,0.8,1.0
51002,matched_decoder,21,0.9655232462332017,0.00725296325981617,1.0,1.0
51002,matched_decoder,22,0.8809513170930592,0.023082317784428596,0.8,1.0
51002,matched_decoder,23,0.9744041899666366,0.005363575182855129,1.0,1.0
51002,matched_decoder,24,0.91705001452257,0.018890514969825745,1.0,1.0
51002,matched_decoder,25,0.8620024055200115,0.028667807579040527,0.8,1.0
51002,matched_decoder,26,0.6795804548315106,0.07329949736595154,0.6,1.0
51002,matched_decoder,27,0.9704888398758541,0.005884119775146246,1.0,1.0
51002,random_content,0,0.18379505801947987,0.14681270718574524,0.2,0.0
51002,random_content,1,0.20153148037171248,0.15775443613529205,0.2,0.0
51002,random_content,2,0.3476455243653076,0.15163478255271912,0.4,0.0
51002,random_content,3,0.08384539609380055,0.1536746770143509,0.0,0.0
51002,random_content,4,0.48227405434390586,0.10935574769973755,0.4,0.0
51002,random_content,5,0.2737272588530975,0.11338663101196289,0.2,0.0
51002,random_content,6,0.00022917691734515772,0.153749018907547,0.0,0.0
51002,random_content,7,0.0002758533295812501,0.19760467112064362,0.0,0.0
51002,random_content,8,3.2994590756456465e-05,0.1756441742181778,0.0,0.0
51002,random_content,9,0.22799316932974592,0.13512326776981354,0.2,0.0
51002,random_content,10,0.17747014662924387,0.18915365636348724,0.2,0.0
51002,random_content,11,0.001536894939094712,0.14960123598575592,0.0,0.0
51002,random_content,12,0.0001436461235664713,0.16911153495311737,0.0,0.0
51002,random_content,13,0.005638061321876781,0.18427173793315887,0.0,0.0
