experiment,seed,encoder_validation_mse,plasticity_rule,key_mode,dropped_fraction,mask_index,dropped_units,lec_cue_accuracy,lec_mec_cosine,mec_position_accuracy,mec_cue_accuracy
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,6,6,1.0,0.7569786310195923,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,6,6,,,0.16,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,7,6,1.0,0.7677631974220276,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,7,6,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,8,6,1.0,0.7697669863700867,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,8,6,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,9,6,1.0,0.7638386487960815,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,9,6,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,10,6,1.0,0.7425540089607239,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,10,6,,,0.2,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.25,11,6,1.0,0.7519909143447876,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.25,11,6,,,0.2,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,0,12,1.0,0.7743279933929443,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,0,12,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,1,12,1.0,0.764741837978363,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,1,12,,,0.22,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,2,12,0.5,0.7447863817214966,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,2,12,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,3,12,1.0,0.7685939073562622,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,3,12,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,4,12,1.0,0.7643288969993591,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,4,12,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,5,12,1.0,0.7503925561904907,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,5,12,,,0.16,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,6,12,1.0,0.7556487917900085,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,6,12,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,7,12,1.0,0.7784355282783508,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,7,12,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,8,12,1.0,0.746666431427002,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,8,12,,,0.16,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,9,12,1.0,0.754274308681488,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,9,12,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,10,12,1.0,0.7720110416412354,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,10,12,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.5,11,12,1.0,0.7780642509460449,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.5,11,12,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,0,19,1.0,0.7702699899673462,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,0,19,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,1,19,0.5,0.7252838015556335,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,1,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,2,19,1.0,0.6947711110115051,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,2,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,3,19,1.0,0.78374844789505,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,3,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,4,19,1.0,0.7546976208686829,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,4,19,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,5,19,1.0,0.7298471927642822,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,5,19,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,6,19,1.0,0.7455052733421326,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,6,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,7,19,0.5,0.7148391604423523,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,7,19,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,8,19,0.0,0.7023885846138,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,8,19,,,0.06,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,9,19,1.0,0.7642815113067627,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,9,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,10,19,0.5,0.7588402628898621,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,10,19,,,0.12,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.75,11,19,0.5,0.7177191376686096,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.75,11,19,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,0,22,1.0,0.7666628956794739,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,0,22,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,1,22,0.5,0.7261680364608765,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,1,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,2,22,1.0,0.7520782351493835,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,2,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,3,22,0.5,0.7173957228660583,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,3,22,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,4,22,1.0,0.7181814312934875,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,4,22,,,0.06,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,5,22,0.5,0.7367233037948608,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,5,22,,,0.06,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,6,22,0.5,0.65312659740448,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,6,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,7,22,0.5,0.7560164928436279,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,7,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,8,22,1.0,0.7513997554779053,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,8,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,9,22,1.0,0.7456977367401123,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,9,22,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,10,22,0.5,0.7376971244812012,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,10,22,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,base,normal,0.9,11,22,1.0,0.7228754162788391,,
mec_degradation,51018,0.0073490203358232975,base,normal,0.9,11,22,,,0.06,1.0
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,0,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,0,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,1,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,1,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,2,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,2,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,3,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,3,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,4,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,4,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,5,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,5,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,6,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,6,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,7,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,7,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,8,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,8,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,9,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,9,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,10,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,10,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.0,11,0,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.0,11,0,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,0,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,0,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,1,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,1,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,2,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,2,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,3,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,3,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,4,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,4,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,5,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,5,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,6,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,6,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,7,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,7,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,8,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,8,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,9,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,9,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,10,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,10,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.25,11,6,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.25,11,6,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,0,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,0,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,1,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,1,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,2,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,2,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,3,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,3,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,4,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,4,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,5,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,5,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,6,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,6,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,7,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,7,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,8,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,8,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,9,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,9,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,10,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,10,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.5,11,12,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.5,11,12,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,0,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,0,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,1,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,1,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,2,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,2,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,3,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,3,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,4,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,4,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,5,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,5,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,6,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,6,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,7,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,7,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,8,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,8,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,9,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,9,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,10,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,10,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.75,11,19,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.75,11,19,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,0,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,0,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,1,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,1,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,2,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,2,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,3,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,3,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,4,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,4,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,5,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,5,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,6,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,6,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,7,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,7,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,8,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,8,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,9,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,9,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,10,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,10,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,base,dense,0.9,11,22,0.5,0.22549615800380707,,
mec_degradation,51018,0.0073490203358232975,base,dense,0.9,11,22,,,0.02,0.5
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,0,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,0,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,1,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,1,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,2,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,2,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,3,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,3,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,4,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,4,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,5,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,5,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,6,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,6,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,7,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,7,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,8,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,8,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,9,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,9,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,10,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,10,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.0,11,0,1.0,0.9223333597183228,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.0,11,0,,,0.78,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,0,6,1.0,0.8372405767440796,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,0,6,,,0.44,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,1,6,1.0,0.8888792395591736,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,1,6,,,0.56,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,2,6,1.0,0.8288835883140564,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,2,6,,,0.64,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,3,6,1.0,0.8667300939559937,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,3,6,,,0.42,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,4,6,1.0,0.8473432064056396,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,4,6,,,0.66,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,5,6,1.0,0.8307880163192749,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,5,6,,,0.42,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,6,6,1.0,0.8213586211204529,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,6,6,,,0.48,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,7,6,1.0,0.7723838686943054,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,7,6,,,0.52,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,8,6,1.0,0.8146783709526062,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,8,6,,,0.5,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,9,6,1.0,0.8462935090065002,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,9,6,,,0.54,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,10,6,1.0,0.874321460723877,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,10,6,,,0.42,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.25,11,6,1.0,0.8087762594223022,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.25,11,6,,,0.52,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,0,12,1.0,0.8747261166572571,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,0,12,,,0.32,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,1,12,1.0,0.7961172461509705,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,1,12,,,0.4,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,2,12,0.5,0.7419660687446594,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,2,12,,,0.4,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,3,12,1.0,0.8189435005187988,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,3,12,,,0.34,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,4,12,0.5,0.7125871777534485,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,4,12,,,0.32,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,5,12,0.5,0.8016637563705444,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,5,12,,,0.36,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,6,12,0.5,0.7509661912918091,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,6,12,,,0.24,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,7,12,0.5,0.718610405921936,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,7,12,,,0.26,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,8,12,0.5,0.7745490074157715,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,8,12,,,0.46,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,9,12,1.0,0.8078550696372986,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,9,12,,,0.3,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,10,12,1.0,0.7795332074165344,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,10,12,,,0.32,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.5,11,12,1.0,0.8825372457504272,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.5,11,12,,,0.28,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,0,19,0.5,0.7695255875587463,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,0,19,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,1,19,1.0,0.790171205997467,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,1,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,2,19,1.0,0.7658897638320923,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,2,19,,,0.18,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,3,19,1.0,0.8215724229812622,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,3,19,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,4,19,1.0,0.7731233239173889,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,4,19,,,0.16,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,5,19,1.0,0.7623632550239563,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,5,19,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,6,19,0.5,0.7421022653579712,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,6,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,7,19,1.0,0.7828571796417236,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,7,19,,,0.08,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,8,19,0.5,0.7651709914207458,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,8,19,,,0.04,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,9,19,1.0,0.7807325124740601,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,9,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,10,19,0.0,0.7128300666809082,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,10,19,,,0.14,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.75,11,19,0.5,0.7544620037078857,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.75,11,19,,,0.1,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.9,0,22,0.5,0.7984095811843872,,
mec_degradation,51018,0.0073490203358232975,err2,normal,0.9,0,22,,,0.06,1.0
lec_degradation,51018,0.0073490203358232975,err2,normal,0.9,1,22,1.0,0.8052694797515869,,
