root_seed,key_mode,fraction,mask_index,output_cosine,identity,key_cosine,dropped_units
51002,normal,0.75,11,0.6236464877808912,0.16,0.43433252590590454,38
51002,normal,0.9,0,0.44138094918186543,0.06,0.3556268613971202,45
51002,normal,0.9,1,0.49346951779224213,0.02,0.4338457010672301,45
51002,normal,0.9,2,0.49296167506451,0.02,0.42444652583618264,45
51002,normal,0.9,3,0.36540826794459397,0.02,0.4074757033687654,45
51002,normal,0.9,4,0.44153210871776966,0.04,0.38660451639880977,45
51002,normal,0.9,5,0.5560146063863731,0.04,0.4542665646686914,45
51002,normal,0.9,6,0.3462414976843455,0.0,0.3294903815043489,45
51002,normal,0.9,7,0.35544958676482147,0.08,0.37541359730810603,45
51002,normal,0.9,8,0.43250715985477156,0.02,0.3708195849177043,45
51002,normal,0.9,9,0.36913716789800005,0.04,0.37604326520504777,45
51002,normal,0.9,10,0.5046862371773474,0.06,0.3996332257002511,45
51002,normal,0.9,11,0.46614559516499054,0.04,0.37597674461766034,45
51002,shuffled,0.0,0,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,1,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,2,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,3,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,4,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,5,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,6,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,7,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,8,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,9,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,10,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.0,11,0.9485103459079941,0.72,1.0,0
51002,shuffled,0.25,0,0.7342609952249731,0.32,0.6403930986228236,12
51002,shuffled,0.25,1,0.8569547164212294,0.54,0.7940841022851641,12
51002,shuffled,0.25,2,0.8174481601535377,0.3,0.7205505976167792,12
51002,shuffled,0.25,3,0.8364628516133747,0.3,0.7630094256787234,12
51002,shuffled,0.25,4,0.8196100312456649,0.34,0.6600919241336729,12
51002,shuffled,0.25,5,0.7942523388806015,0.28,0.7651643197859592,12
51002,shuffled,0.25,6,0.8302682499300079,0.32,0.7686259184397493,12
51002,shuffled,0.25,7,0.8333004228487064,0.5,0.8104941633136449,12
51002,shuffled,0.25,8,0.7962841714358107,0.42,0.77075701796518,12
51002,shuffled,0.25,9,0.8422195464939597,0.4,0.7498251395116299,12
51002,shuffled,0.25,10,0.8083548393910575,0.3,0.7455095372472919,12
51002,shuffled,0.25,11,0.8236246007623156,0.34,0.6734962943663793,12
51002,shuffled,0.5,0,0.6382843292093365,0.2,0.5097894278669911,25
51002,shuffled,0.5,1,0.6848560261072443,0.24,0.5208397768373261,25
51002,shuffled,0.5,2,0.7000490564883023,0.2,0.5627574242794534,25
51002,shuffled,0.5,3,0.6847226699033204,0.18,0.5403507945028748,25
