record_type,seed,plasticity_rule,schedule,event,event_lap,relative_lap,old_map_similarity,new_map_similarity,step_similarity,ca1_unit,endpoint_unit_similarity
endpoint_unit,51001,base,no_swap,1,21,,,,,2,0.08721531182527542
endpoint_unit,51001,base,no_swap,1,21,,,,,3,0.8045576810836792
endpoint_unit,51001,base,no_swap,1,21,,,,,4,0.7344098687171936
endpoint_unit,51001,base,no_swap,1,21,,,,,5,0.7901736497879028
endpoint_unit,51001,base,no_swap,1,21,,,,,6,0.999997615814209
endpoint_unit,51001,base,no_swap,1,21,,,,,7,0.9257363677024841
endpoint_unit,51001,base,no_swap,1,21,,,,,8,0.45254796743392944
endpoint_unit,51001,base,no_swap,1,21,,,,,9,0.6954670548439026
endpoint_unit,51001,base,no_swap,1,21,,,,,10,0.7999400496482849
endpoint_unit,51001,base,no_swap,1,21,,,,,11,0.9943207502365112
endpoint_unit,51001,base,no_swap,1,21,,,,,12,0.9066901206970215
endpoint_unit,51001,base,no_swap,1,21,,,,,13,0.9561935067176819
endpoint_unit,51001,base,no_swap,1,21,,,,,14,0.9609985947608948
endpoint_unit,51001,base,no_swap,1,21,,,,,15,0.010578054934740067
endpoint_unit,51001,base,no_swap,1,21,,,,,16,0.0019932901486754417
endpoint_unit,51001,base,no_swap,1,21,,,,,17,0.9999421834945679
endpoint_unit,51001,base,no_swap,1,21,,,,,18,0.3421606719493866
endpoint_unit,51001,base,no_swap,1,21,,,,,19,0.37544527649879456
endpoint_unit,51001,base,no_swap,1,21,,,,,20,0.999741792678833
endpoint_unit,51001,base,no_swap,1,21,,,,,21,0.9700330495834351
endpoint_unit,51001,base,no_swap,1,21,,,,,22,0.9938220977783203
endpoint_unit,51001,base,no_swap,1,21,,,,,23,0.762672483921051
endpoint_unit,51001,base,no_swap,1,21,,,,,24,0.9891481995582581
endpoint_unit,51001,base,no_swap,1,21,,,,,25,0.8454905152320862
endpoint_unit,51001,base,no_swap,1,21,,,,,26,0.9020468592643738
endpoint_unit,51001,base,no_swap,1,21,,,,,27,0.44502100348472595
endpoint_unit,51001,base,no_swap,1,21,,,,,28,0.7140455842018127
endpoint_unit,51001,base,no_swap,1,21,,,,,29,0.7224957346916199
endpoint_unit,51001,base,no_swap,1,21,,,,,30,0.9983872175216675
endpoint_unit,51001,base,no_swap,1,21,,,,,31,0.283068984746933
endpoint_unit,51001,base,no_swap,1,21,,,,,32,0.35769444704055786
endpoint_unit,51001,base,no_swap,1,21,,,,,33,0.9479202032089233
endpoint_unit,51001,base,no_swap,1,21,,,,,34,0.9839107990264893
endpoint_unit,51001,base,no_swap,1,21,,,,,35,0.9745144248008728
endpoint_unit,51001,base,no_swap,1,21,,,,,36,0.9757368564605713
endpoint_unit,51001,base,no_swap,1,21,,,,,37,0.980310320854187
endpoint_unit,51001,base,no_swap,1,21,,,,,38,0.8969470262527466
endpoint_unit,51001,base,no_swap,1,21,,,,,39,0.7872979640960693
endpoint_unit,51001,base,no_swap,1,21,,,,,40,0.6419416666030884
endpoint_unit,51001,base,no_swap,1,21,,,,,41,0.7288042902946472
endpoint_unit,51001,base,no_swap,1,21,,,,,42,0.9477945566177368
endpoint_unit,51001,base,no_swap,1,21,,,,,43,0.09901178628206253
endpoint_unit,51001,base,no_swap,1,21,,,,,44,0.8220725059509277
endpoint_unit,51001,base,no_swap,1,21,,,,,45,0.24042004346847534
endpoint_unit,51001,base,no_swap,1,21,,,,,46,0.7204896211624146
endpoint_unit,51001,base,no_swap,1,21,,,,,47,0.7499508857727051
endpoint_unit,51001,base,no_swap,1,21,,,,,48,0.9881822466850281
endpoint_unit,51001,base,no_swap,1,21,,,,,49,-0.04693722724914551
event_timecourse,51001,base,no_swap,2,31,-3,0.8248506784439087,0.6830813884735107,0.8595029711723328,,
event_timecourse,51001,base,no_swap,2,31,-2,0.8543328642845154,0.7190232276916504,0.8333947062492371,,
event_timecourse,51001,base,no_swap,2,31,-1,0.9823769330978394,0.7113271355628967,0.8543328642845154,,
event_timecourse,51001,base,no_swap,2,31,0,0.8333876729011536,0.7161750197410583,0.8333876729011536,,
event_timecourse,51001,base,no_swap,2,31,1,0.80640709400177,0.769076406955719,0.8917059898376465,,
event_timecourse,51001,base,no_swap,2,31,2,0.7820119261741638,0.7244717478752136,0.892760157585144,,
event_timecourse,51001,base,no_swap,2,31,3,0.8199817538261414,0.7669432759284973,0.8709934949874878,,
event_timecourse,51001,base,no_swap,2,31,4,0.8197609186172485,0.7776920795440674,0.8632896542549133,,
event_timecourse,51001,base,no_swap,2,31,5,0.7991126179695129,0.777302622795105,0.8585546016693115,,
event_timecourse,51001,base,no_swap,2,31,6,0.7869126200675964,0.7878592610359192,0.8746299147605896,,
event_timecourse,51001,base,no_swap,2,31,7,0.7836740016937256,0.844713032245636,0.8755626678466797,,
event_timecourse,51001,base,no_swap,2,31,8,0.708438515663147,0.8189411759376526,0.8766772747039795,,
event_timecourse,51001,base,no_swap,2,31,9,0.7113271355628967,1.0,0.8189411759376526,,
endpoint_unit,51001,base,no_swap,2,31,,,,,0,0.7091176509857178
endpoint_unit,51001,base,no_swap,2,31,,,,,1,0.9999499917030334
endpoint_unit,51001,base,no_swap,2,31,,,,,2,0.5996139645576477
endpoint_unit,51001,base,no_swap,2,31,,,,,3,0.9710589647293091
endpoint_unit,51001,base,no_swap,2,31,,,,,4,0.9008710384368896
endpoint_unit,51001,base,no_swap,2,31,,,,,5,0.8475244045257568
endpoint_unit,51001,base,no_swap,2,31,,,,,6,0.9999452829360962
endpoint_unit,51001,base,no_swap,2,31,,,,,7,0.9694903492927551
endpoint_unit,51001,base,no_swap,2,31,,,,,8,0.5365216135978699
endpoint_unit,51001,base,no_swap,2,31,,,,,9,0.890679657459259
endpoint_unit,51001,base,no_swap,2,31,,,,,10,0.4540865123271942
endpoint_unit,51001,base,no_swap,2,31,,,,,11,0.9347188472747803
endpoint_unit,51001,base,no_swap,2,31,,,,,12,0.942611813545227
endpoint_unit,51001,base,no_swap,2,31,,,,,13,0.8953934907913208
endpoint_unit,51001,base,no_swap,2,31,,,,,14,0.9768894910812378
endpoint_unit,51001,base,no_swap,2,31,,,,,15,0.020427281036973
endpoint_unit,51001,base,no_swap,2,31,,,,,16,0.042045027017593384
endpoint_unit,51001,base,no_swap,2,31,,,,,17,0.9999529719352722
endpoint_unit,51001,base,no_swap,2,31,,,,,18,0.8307179808616638
endpoint_unit,51001,base,no_swap,2,31,,,,,19,0.7616481781005859
