root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
51002,err2,0.25,1,0.7901448209439351,0.42,12
51002,err2,0.25,2,0.8056659645107245,0.28,12
51002,err2,0.25,3,0.8382457478105689,0.4,12
51002,err2,0.25,4,0.8360234262496501,0.3,12
51002,err2,0.25,5,0.7950363794706523,0.26,12
51002,err2,0.25,6,0.8520146688973707,0.3,12
51002,err2,0.25,7,0.8827655860887937,0.44,12
51002,err2,0.25,8,0.8056872768122817,0.44,12
51002,err2,0.25,9,0.8666445565546417,0.28,12
51002,err2,0.25,10,0.7925039423332927,0.38,12
51002,err2,0.25,11,0.8238854022661429,0.36,12
51002,err2,0.5,0,0.6864657989652619,0.2,25
51002,err2,0.5,1,0.7036397468168444,0.24,25
51002,err2,0.5,2,0.5952632360710416,0.14,25
51002,err2,0.5,3,0.6338024351127881,0.16,25
51002,err2,0.5,4,0.6940266811343706,0.14,25
51002,err2,0.5,5,0.7493996981092761,0.28,25
51002,err2,0.5,6,0.6115770963829548,0.14,25
51002,err2,0.5,7,0.7368040502262286,0.16,25
51002,err2,0.5,8,0.7108944428789883,0.2,25
51002,err2,0.5,9,0.6851980293459708,0.18,25
51002,err2,0.5,10,0.6899128869916535,0.22,25
51002,err2,0.5,11,0.7777997624434864,0.16,25
51002,err2,0.75,0,0.614832605236447,0.1,38
51002,err2,0.75,1,0.5218100820136565,0.12,38
51002,err2,0.75,2,0.485395932994556,0.06,38
51002,err2,0.75,3,0.5241211246855123,0.14,38
51002,err2,0.75,4,0.6172680270303558,0.12,38
51002,err2,0.75,5,0.4921305140707711,0.1,38
51002,err2,0.75,6,0.6008964044019796,0.12,38
51002,err2,0.75,7,0.6125192541915732,0.04,38
51002,err2,0.75,8,0.47412614429840005,0.08,38
51002,err2,0.75,9,0.6069564734502019,0.2,38
51002,err2,0.75,10,0.4646634604735819,0.06,38
51002,err2,0.75,11,0.49427137264395177,0.08,38
51002,err2,0.9,0,0.37443632531060955,0.02,45
51002,err2,0.9,1,0.33516942288040125,0.04,45
51002,err2,0.9,2,0.5291648704485038,0.04,45
51002,err2,0.9,3,0.4180172162166828,0.04,45
51002,err2,0.9,4,0.3147403125917837,0.04,45
51002,err2,0.9,5,0.42711806396702257,0.04,45
51002,err2,0.9,6,0.5144330404573388,0.06,45
51002,err2,0.9,7,0.3472844399718202,0.0,45
51002,err2,0.9,8,0.39768346433385604,0.04,45
51002,err2,0.9,9,0.3743756834772529,0.04,45
51002,err2,0.9,10,0.4038317632249514,0.04,45
51002,err2,0.9,11,0.4898270902801154,0.08,45
51003,base,0.0,0,0.8727322547527624,0.24,0
51003,base,0.0,1,0.8727322547527624,0.24,0
51003,base,0.0,2,0.8727322547527624,0.24,0
51003,base,0.0,3,0.8727322547527624,0.24,0
51003,base,0.0,4,0.8727322547527624,0.24,0
51003,base,0.0,5,0.8727322547527624,0.24,0
51003,base,0.0,6,0.8727322547527624,0.24,0
51003,base,0.0,7,0.8727322547527624,0.24,0
51003,base,0.0,8,0.8727322547527624,0.24,0
51003,base,0.0,9,0.8727322547527624,0.24,0
51003,base,0.0,10,0.8727322547527624,0.24,0
51003,base,0.0,11,0.8727322547527624,0.24,0
51003,base,0.25,0,0.8616669879922063,0.18,12
51003,base,0.25,1,0.86368577566006,0.22,12
51003,base,0.25,2,0.8497775324972554,0.16,12
51003,base,0.25,3,0.8596645260122686,0.26,12
51003,base,0.25,4,0.8551662939887088,0.16,12
51003,base,0.25,5,0.8522042493032285,0.2,12
51003,base,0.25,6,0.8530061050651551,0.12,12
51003,base,0.25,7,0.8639585720317744,0.22,12
