root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
31007,base,0.5,5,0.8699964830285374,0.14,25
31007,base,0.5,6,0.8035585813106648,0.14,25
31007,base,0.5,7,0.6865714628215865,0.1,25
31007,base,0.75,0,0.5951597112222196,0.1,38
31007,base,0.75,1,0.6013876212958588,0.04,38
31007,base,0.75,2,0.5645320550147743,0.08,38
31007,base,0.75,3,0.7329432698377262,0.16,38
31007,base,0.75,4,0.5570246050576633,0.1,38
31007,base,0.75,5,0.6334396904941682,0.14,38
31007,base,0.75,6,0.5909252695409623,0.08,38
31007,base,0.75,7,0.674191330888614,0.12,38
31007,base,0.9,0,0.5528332122759847,0.02,45
31007,base,0.9,1,0.6124654494475463,0.08,45
31007,base,0.9,2,0.7289092437150777,0.06,45
31007,base,0.9,3,0.594560519183723,0.08,45
31007,base,0.9,4,0.41089496093065203,0.04,45
31007,base,0.9,5,0.2748633311092931,0.04,45
31007,base,0.9,6,0.43490754763020356,0.08,45
31007,base,0.9,7,0.6129533343989572,0.06,45
31007,err2,0.0,0,0.9692550724914974,0.78,0
31007,err2,0.0,1,0.9692550724914974,0.78,0
31007,err2,0.0,2,0.9692550724914974,0.78,0
