rule,seed,capacity,unit,category,total_variance,spatial,cue-general,cue-specific,interaction
base,53001,4,26,spatial,0.0056106257,0.0042634443,4.3501473e-06,0.0011453663,0.0011405161
base,53001,4,27,mixed,0.002903399,0.0018920894,0.0034340282,0.0004618937,0.00097633316
base,53001,4,28,mixed,0.004389557,0.0035761162,0.003476966,0.000374531,0.0007908461
base,53001,4,29,cue-general,0.0016208412,0.00062552246,0.0024278127,0.0005331134,0.0009661051
base,53001,4,30,cue-general,0.0028485588,0.0018039945,0.0041704583,0.0006313715,0.0009801056
base,53001,4,31,cue-general,0.0018219261,0.0010448449,0.002924717,0.0003290178,0.00067520165
base,53001,4,32,mixed,0.0024415539,0.0016914787,0.0021989946,0.00049968145,0.00066553673
base,53001,4,33,cue-general,0.0020030239,0.0008987899,0.0037957607,0.00071937876,0.00087275816
base,53001,4,34,mixed,0.001954641,0.0012773835,9.8444565e-05,0.00082325644,0.00048001442
base,53001,4,35,spatial,0.0052808286,0.004326288,0.0011713898,0.00087029673,0.0006614889
base,53001,4,36,mixed,0.0030305758,0.002049616,0.0021399441,0.0007110414,0.00091314496
base,53001,4,37,cue-general,0.0020718905,0.00073857926,0.003009389,0.00086929725,0.0012997447
base,53001,4,38,mixed,0.0025846395,0.001492931,2.124385e-05,0.0013599314,0.00082957774
base,53001,4,39,mixed,0.0057927687,0.0047505973,0.0025113677,0.00076118874,0.0010102573
base,53001,4,40,mixed,0.00525221,0.004326922,0.0032646246,0.00051719055,0.0008843506
base,53001,4,41,mixed,0.0036987355,0.0028698328,0.0020321882,0.0010077058,0.0006982301
base,53001,4,42,mixed,0.0025770846,0.0016328079,0.0017465889,0.0012022079,0.0009182216
base,53001,4,43,spatial,0.007836924,0.0061846687,4.3263044e-05,0.0015501182,0.0014303817
base,53001,4,44,cue-general,0.0021978498,0.0012912793,0.004068937,0.00027625496,0.0008711777
base,53001,4,45,cue-general,0.0014403136,0.00077489146,0.0025899448,0.00016519285,0.00063195406
base,53001,4,46,mixed,0.004025543,0.0016003461,6.544271e-05,0.0030705743,0.001852839
base,53001,4,47,spatial,0.0073641045,0.006677229,0.0030617667,0.00026957068,0.0006439833
base,53001,4,48,spatial,0.006679542,0.0051602614,0.0015881237,0.002401493,0.0014511801
base,53001,4,49,mixed,0.0033819275,0.0025541282,0.0023752651,0.000506981,0.0007639099
err2,53001,1,0,spatial,0.0051991325,0.0051991325,0.00023966306,3.4263856e-05,0.0
err2,53001,1,1,mixed,0.00934641,0.00934641,0.0004480909,0.0056046518,0.0
err2,53001,1,2,mixed,0.03405939,0.03405939,0.029821482,0.0007599222,0.0
